name	split
CCMSLIB00000085341	train
CCMSLIB00000085343	train
CCMSLIB00000085345	train
CCMSLIB00000085346	train
CCMSLIB00000085350	val
CCMSLIB00000085351	train
CCMSLIB00000085357	train
CCMSLIB00000085364	train
CCMSLIB00000085365	train
CCMSLIB00000085366	train
CCMSLIB00000085369	train
CCMSLIB00000085370	train
CCMSLIB00000085371	train
CCMSLIB00000085373	train
CCMSLIB00000085379	train
CCMSLIB00000085382	train
CCMSLIB00000085383	train
CCMSLIB00000085387	train
CCMSLIB00000085388	train
CCMSLIB00000085389	train
CCMSLIB00000085391	val
CCMSLIB00000085392	train
CCMSLIB00000085395	train
CCMSLIB00000085396	train
CCMSLIB00000085398	test
CCMSLIB00000085400	train
CCMSLIB00000085403	train
CCMSLIB00000085404	train
CCMSLIB00000085410	train
CCMSLIB00000085413	train
CCMSLIB00000085416	train
CCMSLIB00000085421	train
CCMSLIB00000085422	train
CCMSLIB00000085423	train
CCMSLIB00000085426	test
CCMSLIB00000085428	train
CCMSLIB00000085431	train
CCMSLIB00000085437	train
CCMSLIB00000085440	train
CCMSLIB00000085445	train
CCMSLIB00000085446	train
CCMSLIB00000085447	train
CCMSLIB00000085455	train
CCMSLIB00000085459	train
CCMSLIB00000085462	train
CCMSLIB00000085468	test
CCMSLIB00000085469	train
CCMSLIB00000085470	train
CCMSLIB00000085474	train
CCMSLIB00000085475	train
CCMSLIB00000085478	train
CCMSLIB00000085479	train
CCMSLIB00000085482	train
CCMSLIB00000085484	train
CCMSLIB00000085486	train
CCMSLIB00000085487	train
CCMSLIB00000085491	train
CCMSLIB00000085492	train
CCMSLIB00000085493	train
CCMSLIB00000085497	train
CCMSLIB00000085498	test
CCMSLIB00000085499	train
CCMSLIB00000085500	train
CCMSLIB00000085507	train
CCMSLIB00000085516	train
CCMSLIB00000085519	train
CCMSLIB00000085521	train
CCMSLIB00000085523	train
CCMSLIB00000085529	train
CCMSLIB00000085531	train
CCMSLIB00000085534	train
CCMSLIB00000085535	train
CCMSLIB00000085536	train
CCMSLIB00000085539	train
CCMSLIB00000085540	train
CCMSLIB00000085542	train
CCMSLIB00000085544	val
CCMSLIB00000085547	test
CCMSLIB00000085548	train
CCMSLIB00000085550	train
CCMSLIB00000085551	train
CCMSLIB00000085555	val
CCMSLIB00000085557	train
CCMSLIB00000085560	train
CCMSLIB00000085561	train
CCMSLIB00000085562	test
CCMSLIB00000085563	train
CCMSLIB00000085564	train
CCMSLIB00000085567	train
CCMSLIB00000085568	train
CCMSLIB00000085569	train
CCMSLIB00000085572	train
CCMSLIB00000085578	train
CCMSLIB00000085579	train
CCMSLIB00000085582	train
CCMSLIB00000085583	train
CCMSLIB00000085584	val
CCMSLIB00000085591	train
CCMSLIB00000085592	train
CCMSLIB00000085598	train
CCMSLIB00000085600	train
CCMSLIB00000085602	train
CCMSLIB00000085604	train
CCMSLIB00000085605	train
CCMSLIB00000085607	train
CCMSLIB00000085608	train
CCMSLIB00000085612	train
CCMSLIB00000085613	train
CCMSLIB00000085614	train
CCMSLIB00000085616	train
CCMSLIB00000085619	train
CCMSLIB00000085621	train
CCMSLIB00000085628	train
CCMSLIB00000085632	train
CCMSLIB00000085636	train
CCMSLIB00000085637	train
CCMSLIB00000085638	test
CCMSLIB00000085639	train
CCMSLIB00000085640	val
CCMSLIB00000085642	train
CCMSLIB00000085643	train
CCMSLIB00000085644	test
CCMSLIB00000085645	train
CCMSLIB00000085647	train
CCMSLIB00000085650	train
CCMSLIB00000085653	train
CCMSLIB00000085654	train
CCMSLIB00000085655	test
CCMSLIB00000085657	test
CCMSLIB00000085658	train
CCMSLIB00000085663	train
CCMSLIB00000085667	train
CCMSLIB00000085668	train
CCMSLIB00000085671	train
CCMSLIB00000085683	train
CCMSLIB00000085684	val
CCMSLIB00000085685	train
CCMSLIB00000085686	train
CCMSLIB00000085688	test
CCMSLIB00000085692	train
CCMSLIB00000085693	train
CCMSLIB00000085696	val
CCMSLIB00000085697	train
CCMSLIB00000085698	test
CCMSLIB00000085699	train
CCMSLIB00000085700	train
CCMSLIB00000085711	train
CCMSLIB00000085717	train
CCMSLIB00000085719	train
CCMSLIB00000085721	train
CCMSLIB00000085726	train
CCMSLIB00000085728	train
CCMSLIB00000085729	train
CCMSLIB00000085733	train
CCMSLIB00000085742	train
CCMSLIB00000085743	train
CCMSLIB00000085744	train
CCMSLIB00000085746	train
CCMSLIB00000085748	train
CCMSLIB00000085749	train
CCMSLIB00000085750	train
CCMSLIB00000085753	train
CCMSLIB00000085754	train
CCMSLIB00000085755	train
CCMSLIB00000085756	val
CCMSLIB00000085760	test
CCMSLIB00000085761	train
CCMSLIB00000085762	train
CCMSLIB00000085763	train
CCMSLIB00000085764	val
CCMSLIB00000085767	train
CCMSLIB00000085772	train
CCMSLIB00000085775	val
CCMSLIB00000085779	train
CCMSLIB00000085787	test
CCMSLIB00000085789	train
CCMSLIB00000085792	train
CCMSLIB00000085793	train
CCMSLIB00000085797	test
CCMSLIB00000085798	train
CCMSLIB00000085800	val
CCMSLIB00000085801	train
CCMSLIB00000085802	train
CCMSLIB00000085806	train
CCMSLIB00000085811	train
CCMSLIB00000085812	train
CCMSLIB00000085813	test
CCMSLIB00000085817	train
CCMSLIB00000085819	train
CCMSLIB00000085822	train
CCMSLIB00000085827	train
CCMSLIB00000085829	train
CCMSLIB00000085831	train
CCMSLIB00000085837	train
CCMSLIB00000085838	train
CCMSLIB00000085841	train
CCMSLIB00000085843	train
CCMSLIB00000085848	train
CCMSLIB00000085850	train
CCMSLIB00000085854	train
CCMSLIB00000085856	test
CCMSLIB00000085861	train
CCMSLIB00000085862	train
CCMSLIB00000085863	train
CCMSLIB00000085866	train
CCMSLIB00000085868	train
CCMSLIB00000085870	train
CCMSLIB00000085878	val
CCMSLIB00000085881	train
CCMSLIB00000085883	train
CCMSLIB00000085885	train
CCMSLIB00000085886	test
CCMSLIB00000085887	train
CCMSLIB00000085890	train
CCMSLIB00000085891	train
CCMSLIB00000085892	train
CCMSLIB00000085893	train
CCMSLIB00000085894	train
CCMSLIB00000085895	train
CCMSLIB00000085905	test
CCMSLIB00000085906	train
CCMSLIB00000085907	train
CCMSLIB00000085908	train
CCMSLIB00000085910	train
CCMSLIB00000085915	val
CCMSLIB00000085924	train
CCMSLIB00000085928	test
CCMSLIB00000085929	train
CCMSLIB00000085930	train
CCMSLIB00000085935	test
CCMSLIB00000085936	test
CCMSLIB00000085938	train
CCMSLIB00000085939	train
CCMSLIB00000085940	train
CCMSLIB00000085945	train
CCMSLIB00000085947	train
CCMSLIB00000085948	train
CCMSLIB00000085952	train
CCMSLIB00000085953	train
CCMSLIB00000085957	train
CCMSLIB00000085959	train
CCMSLIB00000085962	train
CCMSLIB00000085963	test
CCMSLIB00000085967	train
CCMSLIB00000085969	train
CCMSLIB00000085974	train
CCMSLIB00000085976	test
CCMSLIB00000085978	train
CCMSLIB00000085982	train
CCMSLIB00000085983	train
CCMSLIB00000085988	train
CCMSLIB00000085993	train
CCMSLIB00000085994	train
CCMSLIB00000085995	train
CCMSLIB00000085996	train
CCMSLIB00000085997	train
CCMSLIB00000085998	train
CCMSLIB00000085999	train
CCMSLIB00000086003	train
CCMSLIB00000086005	train
CCMSLIB00000086009	train
CCMSLIB00000086012	train
CCMSLIB00000086013	test
CCMSLIB00000086014	train
CCMSLIB00000086016	val
CCMSLIB00000086022	val
CCMSLIB00000086025	val
CCMSLIB00000086031	train
CCMSLIB00000086034	train
CCMSLIB00000086035	train
CCMSLIB00000086038	train
CCMSLIB00000086042	train
CCMSLIB00000086044	train
CCMSLIB00000086047	train
CCMSLIB00000086049	train
CCMSLIB00000086051	train
CCMSLIB00000086052	train
CCMSLIB00000086053	train
CCMSLIB00000086055	train
CCMSLIB00000086056	train
CCMSLIB00000086057	test
CCMSLIB00000086060	train
CCMSLIB00000086061	train
CCMSLIB00000086063	train
CCMSLIB00000086064	train
CCMSLIB00000086065	train
CCMSLIB00000086066	train
CCMSLIB00000086070	train
CCMSLIB00000086071	train
CCMSLIB00000086072	train
CCMSLIB00000086073	val
CCMSLIB00000086076	train
CCMSLIB00000086081	train
CCMSLIB00000086082	test
CCMSLIB00000086085	test
CCMSLIB00000086092	test
CCMSLIB00000086093	test
CCMSLIB00000086095	train
CCMSLIB00000086098	train
CCMSLIB00000086099	train
CCMSLIB00000086101	train
CCMSLIB00000086103	train
CCMSLIB00000086106	train
CCMSLIB00000086107	train
CCMSLIB00000086108	train
CCMSLIB00000086111	val
CCMSLIB00000086113	train
CCMSLIB00000086118	train
CCMSLIB00000086124	train
CCMSLIB00000086125	test
CCMSLIB00000086128	train
CCMSLIB00000086129	train
CCMSLIB00000086131	train
CCMSLIB00000086133	train
CCMSLIB00000086139	train
CCMSLIB00000086140	train
CCMSLIB00000086141	train
CCMSLIB00000086142	train
CCMSLIB00000086143	train
CCMSLIB00000086149	train
CCMSLIB00000086151	train
CCMSLIB00000086152	train
CCMSLIB00000086153	train
CCMSLIB00000086157	val
CCMSLIB00000086158	train
CCMSLIB00000086162	train
CCMSLIB00000086163	train
CCMSLIB00000086164	test
CCMSLIB00000086165	train
CCMSLIB00000086167	train
CCMSLIB00000086169	train
CCMSLIB00000086172	test
CCMSLIB00000086175	test
CCMSLIB00000086189	train
CCMSLIB00000086191	train
CCMSLIB00000086192	train
CCMSLIB00000086194	test
CCMSLIB00000223876	train
CCMSLIB00000223877	train
CCMSLIB00000223885	val
CCMSLIB00000223902	train
CCMSLIB00000223997	test
CCMSLIB00000224013	train
CCMSLIB00000224014	train
CCMSLIB00000224015	train
CCMSLIB00000224016	test
CCMSLIB00000224017	train
CCMSLIB00000224019	train
CCMSLIB00000224020	val
CCMSLIB00000224021	train
CCMSLIB00000224023	train
CCMSLIB00000224024	train
CCMSLIB00000224025	train
CCMSLIB00000224026	train
CCMSLIB00000224027	train
CCMSLIB00000224028	train
CCMSLIB00000224029	train
CCMSLIB00000224030	train
CCMSLIB00000224031	test
CCMSLIB00000224032	train
CCMSLIB00000224034	train
CCMSLIB00000224035	train
CCMSLIB00000224036	test
CCMSLIB00000224037	val
CCMSLIB00000224040	train
CCMSLIB00000224041	train
CCMSLIB00000224888	train
CCMSLIB00000418012	train
CCMSLIB00000418017	train
CCMSLIB00000424730	train
CCMSLIB00000424733	train
CCMSLIB00000424735	train
CCMSLIB00000424749	train
CCMSLIB00000424753	train
CCMSLIB00000424755	train
CCMSLIB00000424756	train
CCMSLIB00000424758	train
CCMSLIB00000424759	train
CCMSLIB00000424761	train
CCMSLIB00000424762	train
CCMSLIB00000424763	train
CCMSLIB00000424796	train
CCMSLIB00000424802	train
CCMSLIB00000424803	train
CCMSLIB00000424809	train
CCMSLIB00000424837	train
CCMSLIB00000424840	train
CCMSLIB00000424841	val
CCMSLIB00000424844	train
CCMSLIB00000424856	train
CCMSLIB00000424887	train
CCMSLIB00000424890	train
CCMSLIB00000424892	train
CCMSLIB00000424896	train
CCMSLIB00000424900	train
CCMSLIB00000424905	train
CCMSLIB00000424912	train
CCMSLIB00000424916	train
CCMSLIB00000424924	train
CCMSLIB00000424937	train
CCMSLIB00000424966	train
CCMSLIB00000424980	test
CCMSLIB00000424987	train
CCMSLIB00000424989	train
CCMSLIB00000424990	test
CCMSLIB00000424992	train
CCMSLIB00000424993	train
CCMSLIB00000425013	train
CCMSLIB00000425014	train
CCMSLIB00000425015	train
CCMSLIB00000425016	train
CCMSLIB00000425023	train
CCMSLIB00000425028	train
CCMSLIB00000427288	train
CCMSLIB00000427304	test
CCMSLIB00000427305	train
CCMSLIB00000429792	train
CCMSLIB00000429794	test
CCMSLIB00000478051	train
CCMSLIB00000478053	train
CCMSLIB00000478056	train
CCMSLIB00000478058	train
CCMSLIB00000478060	train
CCMSLIB00000478063	train
CCMSLIB00000478064	train
CCMSLIB00000478065	train
CCMSLIB00000478066	train
CCMSLIB00000478067	train
CCMSLIB00000478068	train
CCMSLIB00000478070	train
CCMSLIB00000478071	train
CCMSLIB00000478075	train
CCMSLIB00000478077	train
CCMSLIB00000478078	val
CCMSLIB00000478081	train
CCMSLIB00000478083	train
CCMSLIB00000478084	train
CCMSLIB00000478085	train
CCMSLIB00000478090	train
CCMSLIB00000478092	train
CCMSLIB00000478094	train
CCMSLIB00000478096	train
CCMSLIB00000478098	train
CCMSLIB00000478099	train
CCMSLIB00000478100	train
CCMSLIB00000478102	test
CCMSLIB00000478119	train
CCMSLIB00000478120	train
CCMSLIB00000478121	train
CCMSLIB00000478123	train
CCMSLIB00000478414	train
CCMSLIB00000478415	train
CCMSLIB00000478416	train
CCMSLIB00000478418	train
CCMSLIB00000478419	train
CCMSLIB00000478423	train
CCMSLIB00000478424	train
CCMSLIB00000478425	train
CCMSLIB00000478426	train
CCMSLIB00000478427	train
CCMSLIB00000478428	train
CCMSLIB00000478432	train
CCMSLIB00000478435	train
CCMSLIB00000478436	train
CCMSLIB00000478438	train
CCMSLIB00000478440	train
CCMSLIB00000478441	train
CCMSLIB00000478442	train
CCMSLIB00000478443	train
CCMSLIB00000478444	train
CCMSLIB00000478445	train
CCMSLIB00000478447	val
CCMSLIB00000478448	train
CCMSLIB00000478449	train
CCMSLIB00000478450	train
CCMSLIB00000478452	train
CCMSLIB00000478453	train
CCMSLIB00000478454	train
CCMSLIB00000478457	train
CCMSLIB00000478459	train
CCMSLIB00000478460	test
CCMSLIB00000478461	train
CCMSLIB00000478462	train
CCMSLIB00000478464	train
CCMSLIB00000478466	train
CCMSLIB00000478471	train
CCMSLIB00000478472	train
CCMSLIB00000478473	train
CCMSLIB00000478474	train
CCMSLIB00000478478	train
CCMSLIB00000478480	train
CCMSLIB00000478481	train
CCMSLIB00000478485	train
CCMSLIB00000478491	train
CCMSLIB00000478494	train
CCMSLIB00000478495	train
CCMSLIB00000478496	test
CCMSLIB00000478497	train
CCMSLIB00000478498	train
CCMSLIB00000478499	train
CCMSLIB00000478501	train
CCMSLIB00000478502	train
CCMSLIB00000478504	train
CCMSLIB00000478505	test
CCMSLIB00000478506	test
CCMSLIB00000478507	train
CCMSLIB00000478509	train
CCMSLIB00000478511	test
CCMSLIB00000478512	train
CCMSLIB00000478514	train
CCMSLIB00000478515	val
CCMSLIB00000478516	train
CCMSLIB00000478517	test
CCMSLIB00000478519	train
CCMSLIB00000478522	train
CCMSLIB00000478527	test
CCMSLIB00000478539	train
CCMSLIB00000478542	train
CCMSLIB00000478545	train
CCMSLIB00000478546	train
CCMSLIB00000478548	train
CCMSLIB00000478550	train
CCMSLIB00000478551	train
CCMSLIB00000478553	train
CCMSLIB00000478555	train
CCMSLIB00000478556	train
CCMSLIB00000478558	train
CCMSLIB00000478580	test
CCMSLIB00000478585	train
CCMSLIB00000478586	train
CCMSLIB00000478591	train
CCMSLIB00000478595	train
CCMSLIB00000478596	train
CCMSLIB00000478608	train
CCMSLIB00000478635	train
CCMSLIB00000478636	train
CCMSLIB00000478637	val
CCMSLIB00000478638	val
CCMSLIB00000478639	train
CCMSLIB00000478641	train
CCMSLIB00000478642	train
CCMSLIB00000478643	train
CCMSLIB00000478644	train
CCMSLIB00000478645	train
CCMSLIB00000478646	train
CCMSLIB00000478647	train
CCMSLIB00000478652	test
CCMSLIB00000479611	val
CCMSLIB00000479701	train
CCMSLIB00000479703	train
CCMSLIB00000479708	val
CCMSLIB00000479720	train
CCMSLIB00000479739	train
CCMSLIB00000531484	train
CCMSLIB00000531485	train
CCMSLIB00000531486	train
CCMSLIB00000531509	train
CCMSLIB00000531510	test
CCMSLIB00000531520	train
CCMSLIB00000531521	train
CCMSLIB00000531522	train
CCMSLIB00000539110	train
CCMSLIB00000539140	train
CCMSLIB00000566778	train
CCMSLIB00000574559	train
CCMSLIB00000574561	train
CCMSLIB00000574562	train
CCMSLIB00000574563	train
CCMSLIB00000574564	test
CCMSLIB00000574963	train
CCMSLIB00000577516	train
CCMSLIB00000577529	train
CCMSLIB00000577538	test
CCMSLIB00000577545	train
CCMSLIB00000577547	train
CCMSLIB00000577554	train
CCMSLIB00000577561	train
CCMSLIB00000577579	train
CCMSLIB00000577580	train
CCMSLIB00000577588	train
CCMSLIB00000577589	train
CCMSLIB00000577592	train
CCMSLIB00000577597	train
CCMSLIB00000577598	test
CCMSLIB00000577599	train
CCMSLIB00000577604	train
CCMSLIB00000577605	train
CCMSLIB00000577608	train
CCMSLIB00000577617	train
CCMSLIB00000577620	train
CCMSLIB00000577622	test
CCMSLIB00000577626	train
CCMSLIB00000577629	val
CCMSLIB00000577630	train
CCMSLIB00000577633	test
CCMSLIB00000577634	train
CCMSLIB00000577635	train
CCMSLIB00000577639	train
CCMSLIB00000577640	test
CCMSLIB00000577642	train
CCMSLIB00000577643	train
CCMSLIB00000577644	train
CCMSLIB00000577656	train
CCMSLIB00000577657	val
CCMSLIB00000577662	train
CCMSLIB00000577663	train
CCMSLIB00000577667	train
CCMSLIB00000577668	train
CCMSLIB00000577669	train
CCMSLIB00000577671	train
CCMSLIB00000577672	train
CCMSLIB00000577674	train
CCMSLIB00000577675	val
CCMSLIB00000577677	val
CCMSLIB00000577678	train
CCMSLIB00000577681	train
CCMSLIB00000577682	train
CCMSLIB00000577684	train
CCMSLIB00000577688	train
CCMSLIB00000577693	train
CCMSLIB00000577697	train
CCMSLIB00000577701	train
CCMSLIB00000577703	train
CCMSLIB00000577704	train
CCMSLIB00000577705	train
CCMSLIB00000577706	train
CCMSLIB00000577709	test
CCMSLIB00000577713	train
CCMSLIB00000577717	train
CCMSLIB00000577723	train
CCMSLIB00000577731	train
CCMSLIB00000577734	train
CCMSLIB00000577737	train
CCMSLIB00000577740	train
CCMSLIB00000577741	train
CCMSLIB00000577742	train
CCMSLIB00000577743	train
CCMSLIB00000577749	train
CCMSLIB00000577750	train
CCMSLIB00000577757	test
CCMSLIB00000577758	train
CCMSLIB00000577759	train
CCMSLIB00000577760	train
CCMSLIB00000577766	train
CCMSLIB00000577771	train
CCMSLIB00000577775	train
CCMSLIB00000577777	train
CCMSLIB00000577779	train
CCMSLIB00000577780	test
CCMSLIB00000577783	train
CCMSLIB00000577790	train
CCMSLIB00000577791	train
CCMSLIB00000577795	train
CCMSLIB00000577812	train
CCMSLIB00000577814	val
CCMSLIB00000577816	train
CCMSLIB00000577819	train
CCMSLIB00000577823	train
CCMSLIB00000577824	train
CCMSLIB00000577826	train
CCMSLIB00000577828	val
CCMSLIB00000577832	train
CCMSLIB00000577836	train
CCMSLIB00000577837	train
CCMSLIB00000577838	train
CCMSLIB00000577858	train
CCMSLIB00000577862	val
CCMSLIB00000577881	train
CCMSLIB00000577885	train
CCMSLIB00000577888	train
CCMSLIB00000577894	train
CCMSLIB00000577895	train
CCMSLIB00000577916	train
CCMSLIB00000577920	train
CCMSLIB00000577923	train
CCMSLIB00000577924	train
CCMSLIB00000577932	train
CCMSLIB00000577934	test
CCMSLIB00000577935	train
CCMSLIB00000577938	train
CCMSLIB00000577943	train
CCMSLIB00000577950	train
CCMSLIB00000577952	train
CCMSLIB00000577953	val
CCMSLIB00000577954	train
CCMSLIB00000577955	train
CCMSLIB00000577957	train
CCMSLIB00000577960	train
CCMSLIB00000577961	test
CCMSLIB00000577962	train
CCMSLIB00000577963	train
CCMSLIB00000577965	train
CCMSLIB00000577966	train
CCMSLIB00000577969	train
CCMSLIB00000577972	train
CCMSLIB00000577975	val
CCMSLIB00000577978	train
CCMSLIB00000577979	train
CCMSLIB00000577980	test
CCMSLIB00000577981	test
CCMSLIB00000577984	train
CCMSLIB00000577988	train
CCMSLIB00000577989	train
CCMSLIB00000577991	train
CCMSLIB00000577994	train
CCMSLIB00000577995	val
CCMSLIB00000577997	train
CCMSLIB00000578000	test
CCMSLIB00000578002	test
CCMSLIB00000578003	train
CCMSLIB00000578006	train
CCMSLIB00000578007	train
CCMSLIB00000578008	train
CCMSLIB00000578014	train
CCMSLIB00000578015	test
CCMSLIB00000578019	train
CCMSLIB00000578021	train
CCMSLIB00000578023	train
CCMSLIB00000578028	train
CCMSLIB00000578032	test
CCMSLIB00000578036	train
CCMSLIB00000578039	train
CCMSLIB00000578041	train
CCMSLIB00000578043	train
CCMSLIB00000578044	test
CCMSLIB00000578050	val
CCMSLIB00000578060	train
CCMSLIB00000578062	train
CCMSLIB00000578064	train
CCMSLIB00000578068	test
CCMSLIB00000578070	val
CCMSLIB00000578071	val
CCMSLIB00000578073	train
CCMSLIB00000578075	train
CCMSLIB00000578079	train
CCMSLIB00000578089	train
CCMSLIB00000579271	test
CCMSLIB00000579276	train
CCMSLIB00000579431	train
CCMSLIB00000579437	train
CCMSLIB00000579451	train
CCMSLIB00000579464	train
CCMSLIB00000579472	train
CCMSLIB00000579479	train
CCMSLIB00000579482	train
CCMSLIB00000579488	val
CCMSLIB00000579490	val
CCMSLIB00000579516	train
CCMSLIB00000579527	test
CCMSLIB00000579529	train
CCMSLIB00000579531	train
CCMSLIB00000579532	train
CCMSLIB00000579536	train
CCMSLIB00000579543	train
CCMSLIB00000579546	train
CCMSLIB00000579561	train
CCMSLIB00000579564	train
CCMSLIB00000579579	val
CCMSLIB00000579582	train
CCMSLIB00000579584	train
CCMSLIB00000579585	train
CCMSLIB00000579588	train
CCMSLIB00000579589	train
CCMSLIB00000579591	train
CCMSLIB00000579593	train
CCMSLIB00000579595	test
CCMSLIB00000579600	train
CCMSLIB00000579603	train
CCMSLIB00000579605	train
CCMSLIB00000579606	test
CCMSLIB00000579608	train
CCMSLIB00000579613	train
CCMSLIB00000579617	train
CCMSLIB00000579619	train
CCMSLIB00000579623	train
CCMSLIB00000579625	train
CCMSLIB00000579627	train
CCMSLIB00000579633	test
CCMSLIB00000579635	train
CCMSLIB00000579637	train
CCMSLIB00000579642	train
CCMSLIB00000579644	val
CCMSLIB00000579648	train
CCMSLIB00000579650	train
CCMSLIB00000579661	train
CCMSLIB00000579663	train
CCMSLIB00000579665	train
CCMSLIB00000579667	train
CCMSLIB00000579668	train
CCMSLIB00000579669	train
CCMSLIB00000579683	test
CCMSLIB00000579684	train
CCMSLIB00000579690	train
CCMSLIB00000579692	train
CCMSLIB00000579693	train
CCMSLIB00000579694	test
CCMSLIB00000579698	train
CCMSLIB00000579699	train
CCMSLIB00000579704	train
CCMSLIB00000579712	train
CCMSLIB00000579720	train
CCMSLIB00000579727	train
CCMSLIB00000579728	train
CCMSLIB00000579730	train
CCMSLIB00000579734	train
CCMSLIB00000579736	train
CCMSLIB00000579738	test
CCMSLIB00000579740	train
CCMSLIB00000579741	val
CCMSLIB00000579743	train
CCMSLIB00000579746	train
CCMSLIB00000579748	train
CCMSLIB00000579755	train
CCMSLIB00000579757	train
CCMSLIB00000579759	train
CCMSLIB00000579761	train
CCMSLIB00000579763	train
CCMSLIB00000579766	train
CCMSLIB00000579767	train
CCMSLIB00000579769	train
CCMSLIB00000579777	train
CCMSLIB00000579778	test
CCMSLIB00000579781	test
CCMSLIB00000579786	train
CCMSLIB00000579787	train
CCMSLIB00000579791	train
CCMSLIB00000579794	train
CCMSLIB00000579798	train
CCMSLIB00000579808	train
CCMSLIB00000579818	train
CCMSLIB00000579820	train
CCMSLIB00000579826	test
CCMSLIB00000579827	train
CCMSLIB00000579829	test
CCMSLIB00000579836	train
CCMSLIB00000579842	train
CCMSLIB00000579847	train
CCMSLIB00000579852	train
CCMSLIB00000579854	train
CCMSLIB00000579856	train
CCMSLIB00000579858	train
CCMSLIB00000579866	train
CCMSLIB00000579868	train
CCMSLIB00000579872	train
CCMSLIB00000579876	val
CCMSLIB00000579886	train
CCMSLIB00000579892	train
CCMSLIB00000579900	train
CCMSLIB00000579906	train
CCMSLIB00000579910	train
CCMSLIB00000579922	train
CCMSLIB00000579923	test
CCMSLIB00000579924	train
CCMSLIB00000579925	test
CCMSLIB00000845012	train
CCMSLIB00000845014	train
CCMSLIB00000845016	test
CCMSLIB00000845033	train
CCMSLIB00000845036	train
CCMSLIB00000845038	train
CCMSLIB00000845039	test
CCMSLIB00000845041	train
CCMSLIB00000845044	train
CCMSLIB00000845054	train
CCMSLIB00000845056	train
CCMSLIB00000845059	train
CCMSLIB00000845061	train
CCMSLIB00000845062	train
CCMSLIB00000845066	train
CCMSLIB00000845068	train
CCMSLIB00000845069	train
CCMSLIB00000845070	train
CCMSLIB00000845072	train
CCMSLIB00000845074	train
CCMSLIB00000845077	train
CCMSLIB00000845078	train
CCMSLIB00000845082	test
CCMSLIB00000845084	train
CCMSLIB00000845089	train
CCMSLIB00000845091	train
CCMSLIB00000845096	train
CCMSLIB00000845098	train
CCMSLIB00000845104	train
CCMSLIB00000845108	train
CCMSLIB00000845116	train
CCMSLIB00000845122	train
CCMSLIB00000845126	train
CCMSLIB00000845128	train
CCMSLIB00000845132	train
CCMSLIB00000845134	train
CCMSLIB00000845148	train
CCMSLIB00000845149	train
CCMSLIB00000845152	train
CCMSLIB00000845154	train
CCMSLIB00000845158	train
CCMSLIB00000845169	train
CCMSLIB00000845174	train
CCMSLIB00000845180	train
CCMSLIB00000845183	train
CCMSLIB00000845189	train
CCMSLIB00000845197	train
CCMSLIB00000845205	train
CCMSLIB00000845214	train
CCMSLIB00000845216	train
CCMSLIB00000845219	train
CCMSLIB00000845221	train
CCMSLIB00000845233	train
CCMSLIB00000845237	val
CCMSLIB00000845241	train
CCMSLIB00000845243	train
CCMSLIB00000845253	train
CCMSLIB00000845263	train
CCMSLIB00000845271	train
CCMSLIB00000845275	train
CCMSLIB00000845280	train
CCMSLIB00000845281	train
CCMSLIB00000845283	train
CCMSLIB00000845293	train
CCMSLIB00000845303	train
CCMSLIB00000845305	train
CCMSLIB00000845309	test
CCMSLIB00000845327	train
CCMSLIB00000845335	train
CCMSLIB00000845337	train
CCMSLIB00000845341	train
CCMSLIB00000845361	train
CCMSLIB00000845363	val
CCMSLIB00000845365	train
CCMSLIB00000845374	train
CCMSLIB00000845378	train
CCMSLIB00000845381	train
CCMSLIB00000845388	train
CCMSLIB00000845389	train
CCMSLIB00000845391	train
CCMSLIB00000845400	train
CCMSLIB00000845403	train
CCMSLIB00000845416	train
CCMSLIB00000845418	train
CCMSLIB00000845425	val
CCMSLIB00000845427	train
CCMSLIB00000845431	train
CCMSLIB00000845439	train
CCMSLIB00000845447	val
CCMSLIB00000845449	train
CCMSLIB00000845460	train
CCMSLIB00000845466	train
CCMSLIB00000845474	test
CCMSLIB00000845488	test
CCMSLIB00000845489	train
CCMSLIB00000845498	train
CCMSLIB00000845500	train
CCMSLIB00000845503	train
CCMSLIB00000845505	train
CCMSLIB00000845513	train
CCMSLIB00000845522	train
CCMSLIB00000845523	train
CCMSLIB00000845552	train
CCMSLIB00000845561	train
CCMSLIB00000845563	train
CCMSLIB00000845568	train
CCMSLIB00000845569	train
CCMSLIB00000845574	train
CCMSLIB00000845575	train
CCMSLIB00000845579	train
CCMSLIB00000845582	train
CCMSLIB00000845590	train
CCMSLIB00000845597	train
CCMSLIB00000845606	train
CCMSLIB00000845612	train
CCMSLIB00000845616	train
CCMSLIB00000845624	train
CCMSLIB00000845625	train
CCMSLIB00000845629	train
CCMSLIB00000845634	val
CCMSLIB00000845637	train
CCMSLIB00000845642	train
CCMSLIB00000845650	train
CCMSLIB00000845653	train
CCMSLIB00000845656	train
CCMSLIB00000845662	train
CCMSLIB00000845675	test
CCMSLIB00000845679	train
CCMSLIB00000845681	train
CCMSLIB00000845685	test
CCMSLIB00000845692	train
CCMSLIB00000845700	train
CCMSLIB00000845709	train
CCMSLIB00000845714	test
CCMSLIB00000845717	train
CCMSLIB00000845720	val
CCMSLIB00000845727	train
CCMSLIB00000845729	train
CCMSLIB00000845736	train
CCMSLIB00000845742	train
CCMSLIB00000845743	test
CCMSLIB00000845747	train
CCMSLIB00000845758	train
CCMSLIB00000845767	train
CCMSLIB00000845769	train
